优先级,优先原因,源文件,相对路径,SHA256,别名路径数,别名路径
P1,公示、认定或复核名单,/Volumes/知识库/_云端知识库/10_政策与目录/政策数据库/企策顾问/公示公告/杭州市/综合政策/2025-11-04__关于公布2025年杭州市生物医药特色产业园区名单的通知__0a5d13cca776425caa5638d6fc926418/附件/关于公布2025年杭州市生物医药特色产业园区名单的通知.pdf,10_政策与目录/政策数据库/企策顾问/公示公告/杭州市/综合政策/2025-11-04__关于公布2025年杭州市生物医药特色产业园区名单的通知__0a5d13cca776425caa5638d6fc926418/附件/关于公布2025年杭州市生物医药特色产业园区名单的通知.pdf,d104a5fb249964e23b1cb72a7026aecf8563271bf40456da4487fd666e871882,1,10_政策与目录/政策数据库/企策顾问/公示公告/杭州市/综合政策/2025-11-04__关于公布2025年杭州市生物医药特色产业园区名单的通知__0a5d13cca776425caa5638d6fc926418/附件/关于公布2025年杭州市生物医药特色产业园区名单的通知.pdf
P1,公示、认定或复核名单,/Volumes/知识库/_云端知识库/10_政策与目录/政策数据库/企策顾问/公示公告/杭州市/综合政策/2025-12-31__杭州市科学技术局关于认定2025年市级科技企业孵化器的通知__838f12aae79a4c5fa5672b03d98a6ad8/附件/杭州市科学技术局关于认定2025年市级科技企业孵化器的通知.pdf,10_政策与目录/政策数据库/企策顾问/公示公告/杭州市/综合政策/2025-12-31__杭州市科学技术局关于认定2025年市级科技企业孵化器的通知__838f12aae79a4c5fa5672b03d98a6ad8/附件/杭州市科学技术局关于认定2025年市级科技企业孵化器的通知.pdf,82a35ff5bdb175f81f385eb364e7a4c103127db38e3f1431b97d06c62bb9e770,1,10_政策与目录/政策数据库/企策顾问/公示公告/杭州市/综合政策/2025-12-31__杭州市科学技术局关于认定2025年市级科技企业孵化器的通知__838f12aae79a4c5fa5672b03d98a6ad8/附件/杭州市科学技术局关于认定2025年市级科技企业孵化器的通知.pdf
P1,公示、认定或复核名单,/Volumes/知识库/_云端知识库/10_政策与目录/政策数据库/企策顾问/公示公告/杭州市/软件与数字经济/2025-01-22__市经信局（市数字经济局）市人力社保局关于公布孙新民等3980人具有工程师职务任职资格的通知__4ff652015abd497984733c85c1f9f515/附件/杭经信联人事【2025】7号-杭州市经济和信息化局(杭州市数字经济局) 杭州市人力资源和社会保障局关于公布孙新民等3980人具有工程师职务任职资格的通知.pdf,10_政策与目录/政策数据库/企策顾问/公示公告/杭州市/软件与数字经济/2025-01-22__市经信局（市数字经济局）市人力社保局关于公布孙新民等3980人具有工程师职务任职资格的通知__4ff652015abd497984733c85c1f9f515/附件/杭经信联人事【2025】7号-杭州市经济和信息化局(杭州市数字经济局) 杭州市人力资源和社会保障局关于公布孙新民等3980人具有工程师职务任职资格的通知.pdf,525e20c546c0a72e10854c26e42bd7a5699d59a0772ba406431250e2f99a0455,1,10_政策与目录/政策数据库/企策顾问/公示公告/杭州市/软件与数字经济/2025-01-22__市经信局（市数字经济局）市人力社保局关于公布孙新民等3980人具有工程师职务任职资格的通知__4ff652015abd497984733c85c1f9f515/附件/杭经信联人事【2025】7号-杭州市经济和信息化局(杭州市数字经济局) 杭州市人力资源和社会保障局关于公布孙新民等3980人具有工程师职务任职资格的通知.pdf
P1,公示、认定或复核名单,/Volumes/知识库/_云端知识库/10_政策与目录/政策数据库/企策顾问/公示公告/杭州市/软件与数字经济/2025-02-26__关于杭州市中小企业数字化转型城市试点第二批企业数改项目拟验收通过名单的公示__208214e463cf400fb173aee0bb187d56/附件/关于杭州市中小企业数字化转型城市试点第二批企业数改项目拟验收通过名单的公示.pdf,10_政策与目录/政策数据库/企策顾问/公示公告/杭州市/软件与数字经济/2025-02-26__关于杭州市中小企业数字化转型城市试点第二批企业数改项目拟验收通过名单的公示__208214e463cf400fb173aee0bb187d56/附件/关于杭州市中小企业数字化转型城市试点第二批企业数改项目拟验收通过名单的公示.pdf,1a33942ae39c1aa52d63367e27bc2d40b64c32bc8f056f36f4044501d9d2ad74,1,10_政策与目录/政策数据库/企策顾问/公示公告/杭州市/软件与数字经济/2025-02-26__关于杭州市中小企业数字化转型城市试点第二批企业数改项目拟验收通过名单的公示__208214e463cf400fb173aee0bb187d56/附件/关于杭州市中小企业数字化转型城市试点第二批企业数改项目拟验收通过名单的公示.pdf
P1,公示、认定或复核名单,/Volumes/知识库/_云端知识库/10_政策与目录/政策数据库/企策顾问/公示公告/绍兴市/人才项目/2025-12-02__绍兴市市场监督管理局绍兴市人力资源和社会保障局关于公布胡立峰等12人具有工程师职务任职资格的通知__9a898eb4d507402598c8d6b3be1f06a8/附件/绍市监管干〔2025〕1号绍兴市市场监督管理局绍兴市人力资源和社会保障局关于公布胡立峰等12人具有工程师职务任职资格的通知.pdf,10_政策与目录/政策数据库/企策顾问/公示公告/绍兴市/人才项目/2025-12-02__绍兴市市场监督管理局绍兴市人力资源和社会保障局关于公布胡立峰等12人具有工程师职务任职资格的通知__9a898eb4d507402598c8d6b3be1f06a8/附件/绍市监管干〔2025〕1号绍兴市市场监督管理局绍兴市人力资源和社会保障局关于公布胡立峰等12人具有工程师职务任职资格的通知.pdf,d043bc2ce98aa318785441e909e3e9a4438d9bf40b26cb6f3378aa38af0d0a12,1,10_政策与目录/政策数据库/企策顾问/公示公告/绍兴市/人才项目/2025-12-02__绍兴市市场监督管理局绍兴市人力资源和社会保障局关于公布胡立峰等12人具有工程师职务任职资格的通知__9a898eb4d507402598c8d6b3be1f06a8/附件/绍市监管干〔2025〕1号绍兴市市场监督管理局绍兴市人力资源和社会保障局关于公布胡立峰等12人具有工程师职务任职资格的通知.pdf
P1,公示、认定或复核名单,/Volumes/知识库/_云端知识库/10_政策与目录/政策数据库/企策顾问/公示公告/绍兴市/综合政策/2025-06-27__普施康微流控POCT系统产业化基地项目环评公示__d0d1300acc7c4e958eb3f5ebe50abdf4/附件/备案承诺书.pdf,10_政策与目录/政策数据库/企策顾问/公示公告/绍兴市/综合政策/2025-06-27__普施康微流控POCT系统产业化基地项目环评公示__d0d1300acc7c4e958eb3f5ebe50abdf4/附件/备案承诺书.pdf,d398db22216fdc192438a0a4069e5b8d56d84c411ba058e3ed70bd1e50c24001,1,10_政策与目录/政策数据库/企策顾问/公示公告/绍兴市/综合政策/2025-06-27__普施康微流控POCT系统产业化基地项目环评公示__d0d1300acc7c4e958eb3f5ebe50abdf4/附件/备案承诺书.pdf
P1,公示、认定或复核名单,/Volumes/知识库/_云端知识库/10_政策与目录/政策数据库/企策顾问/公示公告/金华市/人才项目/2025-11-12__金华市市场监督管理局金华市人力资源和社会保障局关于公布张卉等15人具有工程师职务任职资格的通知__e2db075b175f4b71956b47705270db86/附件/251110金华市市场监督管理局金华市人力资源和社会保障局关于公布张卉等15人具有工程师职务任职资格的通知(金市监发〔2025〕87号).pdf,10_政策与目录/政策数据库/企策顾问/公示公告/金华市/人才项目/2025-11-12__金华市市场监督管理局金华市人力资源和社会保障局关于公布张卉等15人具有工程师职务任职资格的通知__e2db075b175f4b71956b47705270db86/附件/251110金华市市场监督管理局金华市人力资源和社会保障局关于公布张卉等15人具有工程师职务任职资格的通知(金市监发〔2025〕87号).pdf,75bd73b49389df396fb4d7ddfcbbf5d46d1da754ff4ca26e6b5646854447ba1c,1,10_政策与目录/政策数据库/企策顾问/公示公告/金华市/人才项目/2025-11-12__金华市市场监督管理局金华市人力资源和社会保障局关于公布张卉等15人具有工程师职务任职资格的通知__e2db075b175f4b71956b47705270db86/附件/251110金华市市场监督管理局金华市人力资源和社会保障局关于公布张卉等15人具有工程师职务任职资格的通知(金市监发〔2025〕87号).pdf
P1,公示、认定或复核名单,/Volumes/知识库/_云端知识库/10_政策与目录/政策数据库/企策顾问/公示公告/金华市/人才项目/2025-12-15__金华市经济和信息化局金华市人力资源和社会保障局关于公布黄华等85人具有工程师职务任职资格的通知__0d38fa3ebf234f06b3150847b82e3f1c/附件/【签章】金经信人事〔2025〕206号金华市经济和信息化局金华市人力资源和社会保障局关于公布黄华等85人具有工程师职务任职资格的通知.pdf,10_政策与目录/政策数据库/企策顾问/公示公告/金华市/人才项目/2025-12-15__金华市经济和信息化局金华市人力资源和社会保障局关于公布黄华等85人具有工程师职务任职资格的通知__0d38fa3ebf234f06b3150847b82e3f1c/附件/【签章】金经信人事〔2025〕206号金华市经济和信息化局金华市人力资源和社会保障局关于公布黄华等85人具有工程师职务任职资格的通知.pdf,0b2b4ab45e76a7e8f165c257b3d940ebcc02fd11dde0d0ccc42eb110f62ef13b,1,10_政策与目录/政策数据库/企策顾问/公示公告/金华市/人才项目/2025-12-15__金华市经济和信息化局金华市人力资源和社会保障局关于公布黄华等85人具有工程师职务任职资格的通知__0d38fa3ebf234f06b3150847b82e3f1c/附件/【签章】金经信人事〔2025〕206号金华市经济和信息化局金华市人力资源和社会保障局关于公布黄华等85人具有工程师职务任职资格的通知.pdf
P1,公示、认定或复核名单,/Volumes/知识库/_云端知识库/10_政策与目录/政策数据库/企策顾问/公示公告/金华市/技术中心/2025-09-28__关于公布金华市第十三批建筑业企业技术中心名单的通知__e85b47b0cd1a4109a23400b38ffe53da/附件/【签章】金经信投资〔2025〕158号金华市经济和信息化局金华市住房和城乡建设局关于公布金华市第十三批建筑业企业技术中心名单的通知.pdf,10_政策与目录/政策数据库/企策顾问/公示公告/金华市/技术中心/2025-09-28__关于公布金华市第十三批建筑业企业技术中心名单的通知__e85b47b0cd1a4109a23400b38ffe53da/附件/【签章】金经信投资〔2025〕158号金华市经济和信息化局金华市住房和城乡建设局关于公布金华市第十三批建筑业企业技术中心名单的通知.pdf,5a26e925ea2619f607947815c3c62cbd2710c6f8e3b05ed7f22ec0f9f386a647,1,10_政策与目录/政策数据库/企策顾问/公示公告/金华市/技术中心/2025-09-28__关于公布金华市第十三批建筑业企业技术中心名单的通知__e85b47b0cd1a4109a23400b38ffe53da/附件/【签章】金经信投资〔2025〕158号金华市经济和信息化局金华市住房和城乡建设局关于公布金华市第十三批建筑业企业技术中心名单的通知.pdf
P1,公示、认定或复核名单,/Volumes/知识库/_云端知识库/10_政策与目录/政策数据库/企策顾问/公示公告/金华市/技术中心/2026-03-31__关于公布建筑业领域2025年度金华市企业技术中心评价结果的通知__09a80edd869044e7916e6f80277effc1/附件/年度金华市企业技术中心评价结果的通知.pdf,10_政策与目录/政策数据库/企策顾问/公示公告/金华市/技术中心/2026-03-31__关于公布建筑业领域2025年度金华市企业技术中心评价结果的通知__09a80edd869044e7916e6f80277effc1/附件/年度金华市企业技术中心评价结果的通知.pdf,c7af55351bb1fcdbedd995daeb782dd8c857b1a1964846059a1bc3a453025031,1,10_政策与目录/政策数据库/企策顾问/公示公告/金华市/技术中心/2026-03-31__关于公布建筑业领域2025年度金华市企业技术中心评价结果的通知__09a80edd869044e7916e6f80277effc1/附件/年度金华市企业技术中心评价结果的通知.pdf
P1,公示、认定或复核名单,/Volumes/知识库/_云端知识库/10_政策与目录/政策数据库/企策顾问/公示公告/金华市/高新/2025-04-03__关于下达2023年度金华市区高新技术企业奖励资金的通知__455bc2921dfe4467ac6d30ddef1d8d2f/附件/金市科〔2025〕17号-金华市科学技术局 关于下达2023年度金华市区高新技术企业奖励资金的通知.pdf,10_政策与目录/政策数据库/企策顾问/公示公告/金华市/高新/2025-04-03__关于下达2023年度金华市区高新技术企业奖励资金的通知__455bc2921dfe4467ac6d30ddef1d8d2f/附件/金市科〔2025〕17号-金华市科学技术局 关于下达2023年度金华市区高新技术企业奖励资金的通知.pdf,702c15669fbfc9e74b722377f0aa7daa7e8b5b6aec456855a7d59e7ac3beec6e,1,10_政策与目录/政策数据库/企策顾问/公示公告/金华市/高新/2025-04-03__关于下达2023年度金华市区高新技术企业奖励资金的通知__455bc2921dfe4467ac6d30ddef1d8d2f/附件/金市科〔2025〕17号-金华市科学技术局 关于下达2023年度金华市区高新技术企业奖励资金的通知.pdf
P2,产业、产品、领域目录或办事指南,/Volumes/知识库/_云端知识库/10_政策与目录/优质中小企业梯度培育/校宝在线首版次证明__16-国家标准参编证明文件.pdf,10_政策与目录/优质中小企业梯度培育/校宝在线首版次证明__16-国家标准参编证明文件.pdf,3eeb50a68072b2f1009da6f546d0c1c830f1971a1be5c9a069912937bfaf6c28,1,10_政策与目录/优质中小企业梯度培育/校宝在线首版次证明__16-国家标准参编证明文件.pdf
P2,产业、产品、领域目录或办事指南,/Volumes/知识库/_云端知识库/10_政策与目录/技术改造和未来工厂/未来工厂、智能制造/市 数字化/杭州钱塘新区管理委员会关于印发“１+４+Ｘ”政策体系文件的通知.pdf,10_政策与目录/技术改造和未来工厂/未来工厂、智能制造/市 数字化/杭州钱塘新区管理委员会关于印发“１+４+Ｘ”政策体系文件的通知.pdf,06170b9f70669782a4a4eaf9b63bfccaaccd4f2e01902e60f55adcd341316ab5,1,10_政策与目录/技术改造和未来工厂/未来工厂、智能制造/市 数字化/杭州钱塘新区管理委员会关于印发“１+４+Ｘ”政策体系文件的通知.pdf
P2,产业、产品、领域目录或办事指南,/Volumes/知识库/_云端知识库/10_政策与目录/技术改造和未来工厂/未来工厂、智能制造/杭州市数字化改造攻关/关于征集2023年杭州市“未来工厂”培育企业和制造业数字化改造攻关项目的预通知.pdf,10_政策与目录/技术改造和未来工厂/未来工厂、智能制造/杭州市数字化改造攻关/关于征集2023年杭州市“未来工厂”培育企业和制造业数字化改造攻关项目的预通知.pdf,57f3c6d2025185c2d1a13c6e97320415a123b18de3f1deb6888c45b69319368f,1,10_政策与目录/技术改造和未来工厂/未来工厂、智能制造/杭州市数字化改造攻关/关于征集2023年杭州市“未来工厂”培育企业和制造业数字化改造攻关项目的预通知.pdf
P2,产业、产品、领域目录或办事指南,/Volumes/知识库/_云端知识库/10_政策与目录/浙江制造精品/浙江制造精品/浙江制造精品/关于组织开展2022年度“浙江制造精品”申报工作的通知.pdf,10_政策与目录/浙江制造精品/浙江制造精品/浙江制造精品/关于组织开展2022年度“浙江制造精品”申报工作的通知.pdf,53296787b5993d319181cf82c9b45c578b1587167f6af29f0c68fc2de4ac0673,1,10_政策与目录/浙江制造精品/浙江制造精品/浙江制造精品/关于组织开展2022年度“浙江制造精品”申报工作的通知.pdf
P2,产业、产品、领域目录或办事指南,/Volumes/知识库/_云端知识库/10_政策与目录/浙江制造精品/浙江制造精品/浙江制造精品/德清县人民政府关于印发德清县制造业高质量发展若干政策意见的通知.pdf,10_政策与目录/浙江制造精品/浙江制造精品/浙江制造精品/德清县人民政府关于印发德清县制造业高质量发展若干政策意见的通知.pdf,d8c521bd1ef2318e7b6d5e0e60bdc33b8f9d810783fdbcf99193890148611f1b,1,10_政策与目录/浙江制造精品/浙江制造精品/浙江制造精品/德清县人民政府关于印发德清县制造业高质量发展若干政策意见的通知.pdf
P2,产业、产品、领域目录或办事指南,/Volumes/知识库/_云端知识库/10_政策与目录/软件与数字经济/双软认定指引/关于开展2023年浙江省软件和信息服务业、工业设计领跑企业认定工作的通知.pdf,10_政策与目录/软件与数字经济/双软认定指引/关于开展2023年浙江省软件和信息服务业、工业设计领跑企业认定工作的通知.pdf,b47fa61e644f2e5884ffe6ddb900cfb2e1923af6a6754d445db63c651ee28263,1,10_政策与目录/软件与数字经济/双软认定指引/关于开展2023年浙江省软件和信息服务业、工业设计领跑企业认定工作的通知.pdf
P2,产业、产品、领域目录或办事指南,/Volumes/知识库/_云端知识库/10_政策与目录/软件与数字经济/双软认定指引/浙江省软件企业认定中软件收入界定暂行办法.pdf,10_政策与目录/软件与数字经济/双软认定指引/浙江省软件企业认定中软件收入界定暂行办法.pdf,2cc9ae3d91574bd1fda533bb51d716b58c0f0caffd660574877477d03626ec1d,1,10_政策与目录/软件与数字经济/双软认定指引/浙江省软件企业认定中软件收入界定暂行办法.pdf
P2,产业、产品、领域目录或办事指南,/Volumes/知识库/_云端知识库/10_政策与目录/首版次/2024年度首版次软件产品认定推荐工作的通知.pdf,10_政策与目录/首版次/2024年度首版次软件产品认定推荐工作的通知.pdf,2d5ce32298e8ef3e4a184149ef842795d8fd68e4f6cfe0e94411dd3c8492d5ee,1,10_政策与目录/首版次/2024年度首版次软件产品认定推荐工作的通知.pdf
P2,产业、产品、领域目录或办事指南,/Volumes/知识库/_云端知识库/10_政策与目录/首版次/3校宝在线（杭州）科技股份有限公司-首版次/校宝首版次/7、标准情况/国标 系统与软件工程 基于模型的系统与软件工程方法和工具.pdf,10_政策与目录/首版次/3校宝在线（杭州）科技股份有限公司-首版次/校宝首版次/7、标准情况/国标 系统与软件工程 基于模型的系统与软件工程方法和工具.pdf,b4833474a9bfbaba23bb80f54762a199c7cfc14f0bd209217e624b8914ee4d15,1,10_政策与目录/首版次/3校宝在线（杭州）科技股份有限公司-首版次/校宝首版次/7、标准情况/国标 系统与软件工程 基于模型的系统与软件工程方法和工具.pdf
P2,产业、产品、领域目录或办事指南,/Volumes/知识库/_云端知识库/10_政策与目录/首版次/首版次案例-高格软件/所属领域-首版次软件产品目录.pdf,10_政策与目录/首版次/首版次案例-高格软件/所属领域-首版次软件产品目录.pdf,f18c7ae602ea8230c1675747354ec9c8ccc281e595d67e104113331a65db7187,1,10_政策与目录/首版次/首版次案例-高格软件/所属领域-首版次软件产品目录.pdf
P2,产业、产品、领域目录或办事指南,/Volumes/知识库/_云端知识库/10_政策与目录/首版次/首版次案例-高格软件/标准证明材料/团体标准证明材料2.pdf,10_政策与目录/首版次/首版次案例-高格软件/标准证明材料/团体标准证明材料2.pdf,cb1dcea18deaf7e438e8daa948adf8362231c8f921b5e42ef101496ed1d89baf,1,10_政策与目录/首版次/首版次案例-高格软件/标准证明材料/团体标准证明材料2.pdf
P2,产业、产品、领域目录或办事指南,/Volumes/知识库/_云端知识库/10_政策与目录/首版次/首版次案例-高格软件/标准证明材料/国家标准证明材料.pdf,10_政策与目录/首版次/首版次案例-高格软件/标准证明材料/国家标准证明材料.pdf,5798c5458b9703ff0367098b0f4df6eef36c45be4ce4c595fd6c8884796284e9,1,10_政策与目录/首版次/首版次案例-高格软件/标准证明材料/国家标准证明材料.pdf
